transaction_id,timestamp,amount,transaction_type,location,client_credit_score,transaction_frequency,customer_age,annual_income,account_balance,num_previous_loans,customer_tenure,num_dependents,education_level,marital_status,housing_type,fraud
5163,2023-01-05 12:39:00,186.3943411175333,transferencia,Region_C,688,25,29,43567.01134048442,10495.643117527941,1,18,2,2,viudo,familiar,0
5164,2023-01-26 12:10:00,257.9878148566025,retiro,Region_D,720,4,71,82360.54391692567,12569.529359237753,3,8,1,4,viudo,propia,0
5165,2023-01-09 20:14:00,70.37135894570639,pago,Region_D,812,5,74,19073.762728228612,35752.88657617719,10,13,2,2,casado,familiar,0
5166,2023-01-03 14:02:00,28.414788657492444,transferencia,Region_A,380,4,25,59024.217259664285,67159.00329707519,9,21,3,2,soltero,otro,0
5167,2023-01-04 09:46:00,51.30748250547222,pago,Region_A,743,1,59,26709.881586042826,53862.92441938033,7,24,1,2,casado,alquilada,0
5168,2023-01-21 21:36:00,126.89170002141546,retiro,Region_C,586,2,87,159486.31472838463,29818.592360068353,2,29,5,4,casado,propia,0
5169,2023-01-28 19:11:00,208.77388414338657,retiro,Region_C,583,3,85,50167.653684198296,61806.24402066255,1,29,3,3,casado,alquilada,0
5170,2023-01-10 12:19:00,57.109049299822146,solicitud_credito,Region_C,790,3,61,54863.24944948011,44649.63471821461,2,10,3,2,soltero,propia,0
5171,2023-01-15 21:18:00,76.65374680568992,solicitud_credito,Region_D,687,7,48,84457.54080207643,35264.48335304327,8,21,3,1,casado,alquilada,0
5172,2023-01-24 07:36:00,268.5061379768284,transferencia,Region_D,850,1,24,68214.9829706986,382449.1692527635,1,11,0,3,casado,otro,0
5173,2023-01-30 02:58:00,11.372723828125011,solicitud_credito,Region_C,707,3,43,48559.68003086918,35934.75881773702,0,3,5,2,soltero,alquilada,0
5174,2023-01-23 09:27:00,198.26721868012697,pago,Region_C,626,3,45,79552.91529164767,51175.216904526045,2,4,1,1,casado,alquilada,0
5175,2023-01-20 09:38:00,17.35293009065838,pago,Region_C,475,7,5,30865.86788199864,38024.37599011653,4,4,5,1,divorciado,otro,0
5176,2023-01-29 02:29:00,66.13798486070492,solicitud_credito,Region_B,820,7,61,26879.815212358477,319504.94494461024,8,18,2,2,soltero,propia,0
5177,2023-01-13 05:20:00,24.644177012315392,solicitud_credito,Region_B,682,3,88,84384.00459893906,32102.41156050655,4,13,3,2,divorciado,propia,0
5178,2023-01-15 04:35:00,92.36870943765256,solicitud_credito,Region_C,557,3,34,52859.11254175891,21899.467994408384,4,4,2,4,viudo,propia,0
5179,2023-01-13 21:41:00,81.77435733525719,transferencia,Region_D,646,2,32,64914.615121298426,20980.030794386195,1,7,3,3,casado,otro,0
5180,2023-01-10 20:31:00,47.804767882120586,transferencia,Region_A,571,4,49,29229.716714783015,28606.37625372311,10,19,1,2,viudo,alquilada,0
5181,2023-01-14 07:50:00,198.9992247690508,pago,Region_D,560,2,40,37977.291633246605,97225.68767404881,8,22,3,3,casado,alquilada,0
5182,2023-01-20 00:26:00,107.82607540728148,transferencia,Region_A,695,3,43,81305.91826573832,20417.351375826198,8,14,2,4,divorciado,familiar,0
5183,2023-01-23 00:41:00,127.72789824811639,transferencia,Region_C,453,4,5,10758.98092172086,44458.36788080121,3,0,3,1,soltero,familiar,0
5184,2023-01-10 12:24:00,16.329539346517226,retiro,Region_B,826,6,73,55284.306225826345,90853.5292814027,10,2,4,4,casado,alquilada,0
5185,2023-01-02 11:23:00,214.69983988058527,pago,Region_B,366,2,38,75273.44734430293,1150.3146667135034,7,11,3,1,divorciado,familiar,0
5186,2023-01-18 11:34:00,18.27698536079794,pago,Region_A,647,3,54,14609.051834615973,60486.21283521688,6,19,1,1,viudo,familiar,0
5187,2023-01-11 03:06:00,25.203821556454457,solicitud_credito,Region_C,362,1,60,50357.71569284688,87019.03694072939,10,4,3,3,casado,alquilada,0
5188,2023-01-23 04:56:00,13.702908929359175,retiro,Region_B,655,1,25,4627.625194774802,16755.05866023004,0,3,0,1,soltero,propia,0
5189,2023-01-18 15:36:00,58.04601438668482,solicitud_credito,Region_C,580,1,31,46374.18890155678,81271.78537260172,4,21,0,1,soltero,otro,0
5190,2023-01-02 06:14:00,218.66636267816756,transferencia,Region_C,340,4,83,55768.586745532695,64610.63022427836,0,16,0,1,soltero,alquilada,0
5191,2023-01-10 00:41:00,29.095076830196685,pago,Region_A,839,3,88,54702.48515680101,82128.29468121182,8,14,3,1,casado,otro,0
5192,2023-01-12 11:08:00,46.80110883511966,transferencia,Region_C,666,2,44,71122.69845005678,7092.197619195961,10,6,0,2,soltero,otro,0
5193,2023-01-14 15:10:00,187.12340687958078,transferencia,Region_C,576,4,25,53424.14744747336,7097.218400138716,5,16,2,2,soltero,familiar,0
5194,2023-01-10 07:00:00,96.1851226412824,retiro,Region_A,520,3,85,54064.60159190693,14298.340342851556,2,24,1,2,casado,familiar,0
5195,2023-01-25 18:59:00,139.27809280663968,retiro,Region_B,360,3,76,58424.24136225891,97896.82679060118,5,5,3,2,casado,alquilada,0
5196,2023-01-09 13:17:00,24.07985494487529,pago,Region_D,402,1,27,43130.24028276498,87939.39797919181,5,17,3,4,casado,familiar,0
5197,2023-01-25 19:39:00,126.05074010128898,pago,Region_C,484,0,64,50964.33213913831,57236.39827099486,10,15,5,4,soltero,propia,0
5198,2023-01-25 03:45:00,25.82664243291431,retiro,Region_A,446,5,5,24656.415367941543,52844.27646879374,0,1,5,4,soltero,familiar,0
5199,2023-01-23 05:00:00,436.72548534902404,retiro,Region_B,374,3,33,121839.98294746412,25509.406379100787,8,14,2,1,soltero,propia,0
5200,2023-01-17 12:39:00,82.07218494606391,retiro,Region_C,772,4,20,58989.28562972311,21190.43234215795,3,5,2,3,casado,propia,0
5201,2023-01-25 10:23:00,118.95416299160327,retiro,Region_D,300,3,40,35780.23577437272,23450.438699051112,2,8,4,1,soltero,familiar,0
5202,2023-01-21 06:06:00,12.601863747882058,pago,Region_B,715,5,19,80520.3038523208,73006.20603810408,3,1,0,1,soltero,otro,0
5203,2023-01-14 12:40:00,28.85570952279985,pago,Region_A,768,2,82,90653.61508832777,63402.30523144643,1,19,3,4,divorciado,familiar,0
5204,2023-01-02 02:49:00,15.05213765481536,transferencia,Region_C,664,2,80,38916.493029887606,50177.52657118868,2,22,3,4,divorciado,familiar,0
5205,2023-01-01 11:57:00,49.45762220843915,transferencia,Region_A,316,1,75,37345.58432835732,83355.91377998186,9,30,2,4,soltero,alquilada,0
5206,2023-01-14 20:25:00,33.42648845039635,transferencia,Region_D,809,1,54,86943.56832115195,5929.694746392344,10,2,0,2,soltero,otro,0
5207,2023-01-18 18:32:00,132.02155005291175,pago,Region_D,738,8,78,28298.044751091533,3622.493744949484,2,4,7,2,soltero,otro,0
5208,2023-01-20 13:01:00,11.50842826501162,solicitud_credito,Region_A,830,3,37,60317.82375056884,82070.62467727202,7,25,1,3,soltero,familiar,0
5209,2023-01-21 20:09:00,139.45659503880296,transferencia,Region_C,358,0,77,44655.058349759216,41631.983095740354,9,21,3,2,viudo,otro,0
5210,2023-01-05 17:02:00,4.678224725502393,solicitud_credito,Region_A,414,2,38,69540.68403750526,66554.12460435672,6,4,3,1,viudo,propia,0
5211,2023-01-19 10:16:00,22.566903431647624,solicitud_credito,Region_B,502,1,42,64368.16093945769,40421.94306123755,0,9,1,4,soltero,alquilada,0
5212,2023-01-24 11:36:00,157.00489055805122,solicitud_credito,Region_A,842,1,64,54496.289529017646,43856.082219470845,1,23,4,2,viudo,alquilada,0
5213,2023-01-19 00:13:00,135.78104707888025,retiro,Region_D,493,7,57,57147.46061643451,2251.714404386096,7,5,0,3,soltero,otro,0
5214,2023-01-09 01:38:00,64.68861432112277,pago,Region_C,771,4,68,31019.87027481675,53042.35368709212,10,20,5,3,viudo,otro,0
5215,2023-01-06 18:27:00,5.127509989786264,pago,Region_C,405,2,38,50942.298148775655,3544.2449439055167,1,14,0,2,casado,otro,0
5216,2023-01-19 12:31:00,94.13361197099765,transferencia,Region_D,425,3,24,49556.265196869586,35141.65774137048,0,5,1,4,casado,familiar,0
5217,2023-01-29 05:53:00,52.20957335006968,transferencia,Region_D,713,5,23,37980.65473302317,13670.37473187478,4,11,3,2,divorciado,propia,0
5218,2023-01-30 16:41:00,38.0569809032725,pago,Region_B,809,3,83,37757.51681508546,21783.406513743674,3,12,3,2,soltero,familiar,0
5219,2023-01-08 04:18:00,102.27925564287594,retiro,Region_D,800,2,20,34119.22403322396,90749.91328215146,3,9,1,3,soltero,familiar,0
5220,2023-01-27 15:06:00,57.37912708773235,pago,Region_D,420,6,58,68538.92984460204,96933.96709962498,10,4,2,1,soltero,alquilada,0
5221,2023-01-05 13:08:00,9.697477497294743,solicitud_credito,Region_D,507,4,28,51719.865197011044,3307.6056463090754,2,11,2,1,divorciado,familiar,0
5222,2023-01-28 21:09:00,247.6349017148468,pago,Region_C,649,3,77,29610.72433555927,91401.34024816143,8,12,5,3,viudo,propia,0
5223,2023-01-15 16:44:00,1507.3015362728634,retiro,Region_D,492,0,39,67272.09245339224,85119.43410141252,0,10,1,1,viudo,propia,0
5224,2023-01-20 02:46:00,5.8029819475930156,pago,Region_A,692,3,67,72645.23934767276,51621.195118264885,5,1,0,4,viudo,familiar,0
5225,2023-01-22 16:22:00,74.45749475478898,pago,Region_A,796,5,65,43855.45440703885,48368.82378868853,3,1,0,2,divorciado,familiar,0
5226,2023-01-15 00:16:00,8.705962858858667,pago,Region_C,691,3,70,36338.34110696094,38699.256311969955,8,19,3,1,divorciado,otro,0
5227,2023-01-03 01:01:00,181.5784937618298,solicitud_credito,Region_B,408,1,59,77137.15630326733,65341.46867102177,3,22,0,3,viudo,familiar,0
5228,2023-01-04 22:55:00,94.93666616727708,transferencia,Region_B,769,4,26,86030.9068962937,18247.202090948933,4,17,5,4,casado,otro,0
5229,2023-01-28 04:49:00,18.928470361778807,retiro,Region_C,649,4,19,73898.78764007511,7422.839411705806,3,8,3,1,casado,otro,0
5230,2023-01-18 17:53:00,2.095946583825723,solicitud_credito,Region_A,448,3,80,48654.706490573524,97981.11819809055,8,26,3,1,soltero,otro,1
5231,2023-01-28 01:25:00,3.2090446661490413,pago,Region_C,555,4,40,35295.028540649466,82120.28766263698,8,9,1,3,casado,propia,0
5232,2023-01-27 12:58:00,70.79877025016694,pago,Region_D,688,2,21,9950.828865606753,38005.98066855148,1,29,3,1,soltero,propia,0
5233,2023-01-18 14:39:00,132.56640119853586,transferencia,Region_C,498,1,69,74182.64194888805,6561.772780457231,9,2,4,4,casado,familiar,0
5234,2023-01-18 05:36:00,12.878888620272944,transferencia,Region_B,742,5,70,20063.377904971494,95725.51754064455,0,2,1,1,casado,otro,0
5235,2023-01-06 19:38:00,25.01089541903617,transferencia,Region_A,485,2,71,32663.94440829415,5138.928410257659,3,11,1,4,soltero,alquilada,0
5236,2023-01-02 07:21:00,39.6396272345084,solicitud_credito,Region_B,643,2,69,41002.02936630836,263.1608427688725,9,23,2,1,viudo,alquilada,0
5237,2023-01-28 11:27:00,24.599873003643133,retiro,Region_B,407,3,56,61565.91905723262,28865.37647452615,10,24,0,4,divorciado,propia,0
5238,2023-01-10 11:55:00,49.64898121290551,transferencia,Region_A,379,5,53,5248.113964964068,74525.55632924155,4,7,3,1,casado,alquilada,0
5239,2023-01-04 04:26:00,82.01059477501606,pago,Region_D,552,3,48,51711.20695334631,84516.8605091896,4,28,0,2,casado,propia,0
5240,2023-01-18 08:46:00,115.49818610800328,retiro,Region_A,324,3,120,84446.88031184454,58490.42025154414,6,11,3,1,viudo,otro,0
5241,2023-01-29 14:38:00,331.8010820663223,pago,Region_A,582,2,26,37093.14904080502,46017.19583593007,3,4,3,2,viudo,familiar,0
5242,2023-01-16 20:31:00,267.13856803497555,pago,Region_C,537,2,39,64258.60038846241,1492.0888019610113,1,19,1,4,divorciado,familiar,0
5243,2023-01-25 09:13:00,84.42654042010953,retiro,Region_A,615,4,53,40489.37846431865,34800.810093016364,3,1,1,4,soltero,propia,0
5244,2023-01-12 10:19:00,132.48232513935,solicitud_credito,Region_C,762,3,69,55630.151598598066,8383.711233294744,0,7,0,1,divorciado,otro,0
5245,2023-01-23 12:43:00,301.3330307112465,retiro,Region_B,681,0,26,47069.22827478565,21935.396134339557,8,15,0,2,divorciado,propia,0
5246,2023-01-30 09:16:00,8.716260065033827,transferencia,Region_A,764,3,90,29818.829283631043,6854.125803727107,10,27,0,4,divorciado,propia,0
5247,2023-01-22 05:55:00,0.5650695009458531,retiro,Region_D,449,2,81,59915.240710598344,89670.58949754214,8,26,1,4,viudo,propia,0
5248,2023-01-05 01:57:00,3.025279964351319,transferencia,Region_C,651,2,29,54793.12430502643,70794.3873334526,3,0,0,4,soltero,otro,0
5249,2023-01-28 11:13:00,82.86218598531391,transferencia,Region_C,741,2,33,51110.84454312506,45430.94002780271,4,23,2,2,soltero,alquilada,0
5250,2023-01-04 10:02:00,143.89925379034122,retiro,Region_D,694,3,87,80119.80099403049,93105.27467249693,9,9,1,4,viudo,propia,0
5251,2023-01-04 06:06:00,45.740326944882796,retiro,Region_C,664,5,26,48340.91977498678,20852.266096156192,8,12,2,1,divorciado,alquilada,0
5252,2023-01-23 18:06:00,78.79836569801974,transferencia,Region_C,305,2,51,57299.783883480886,95360.28720460327,9,22,1,1,soltero,alquilada,0
5253,2023-01-11 00:07:00,72.64275153312309,pago,Region_D,833,7,24,35702.34300481207,7421.273391661287,0,27,5,4,viudo,alquilada,0
5254,2023-01-23 05:26:00,9.95672088595503,retiro,Region_B,519,3,49,63905.85041203362,79971.24218987647,4,11,3,3,viudo,propia,0
5255,2023-01-22 19:42:00,38.800089545603214,solicitud_credito,Region_A,311,1,66,26109.743666571434,32867.75398658674,5,1,1,4,casado,propia,0
5256,2023-01-09 11:25:00,1.9626501093258044,transferencia,Region_A,684,4,71,52263.8900529729,13197.452681088384,10,20,4,4,divorciado,familiar,0
5257,2023-01-15 14:54:00,11.73270395457392,pago,Region_A,757,1,59,40829.81624639987,66160.06605986379,0,18,3,4,soltero,familiar,0
5258,2023-01-17 08:07:00,167.05594669093136,retiro,Region_A,524,3,18,58529.0472297134,63538.90058296812,4,12,2,4,casado,familiar,0
5259,2023-01-13 19:23:00,176.8512763398612,retiro,Region_A,635,3,37,34213.574406562846,93419.08414869377,3,13,0,4,soltero,otro,0
5260,2023-01-12 11:24:00,161.92171741480303,pago,Region_A,466,4,55,59312.80182369091,27610.931092454306,5,14,2,4,divorciado,otro,0
5261,2023-01-20 14:02:00,129.76193855029956,solicitud_credito,Region_C,615,0,29,50245.721940383366,76614.3900560832,1,10,1,1,casado,alquilada,0
5262,2023-01-01 00:16:00,157.65489642011391,transferencia,Region_A,415,0,76,76844.44179626336,92154.88058303909,2,25,0,1,divorciado,alquilada,0
5263,2023-01-12 16:48:00,111.16438557043287,retiro,Region_C,797,2,67,14876.074798353438,45628.333150879465,5,21,3,2,soltero,otro,0
5264,2023-01-15 11:35:00,110.815771811827,solicitud_credito,Region_D,447,2,24,31154.576477360217,41699.554142053355,5,1,1,3,viudo,otro,0
5265,2023-01-13 15:31:00,110.0699858602186,transferencia,Region_B,335,1,44,38526.1884312921,36856.04343410708,7,0,3,3,viudo,propia,0
5266,2023-01-18 10:15:00,72.16347035631554,solicitud_credito,Region_C,706,2,30,55228.65771921409,98379.37967525277,8,11,4,3,casado,otro,0
5267,2023-01-27 21:24:00,45.15308795152023,transferencia,Region_B,684,2,37,58327.26516664893,60828.37511644515,3,3,1,3,viudo,otro,0
5268,2023-01-27 02:23:00,131.0056789630586,transferencia,Region_D,710,2,89,61353.924695645044,92236.90804998767,8,15,3,4,soltero,familiar,0
5269,2023-01-02 23:23:00,35.47425459183612,solicitud_credito,Region_A,607,2,35,54159.76177739396,44944.13232849448,2,8,2,4,casado,otro,0
5270,2023-01-21 08:21:00,78.28577566997629,transferencia,Region_B,539,0,75,48893.492789332406,88217.51862624484,5,19,2,3,viudo,otro,0
5271,2023-01-19 09:00:00,56.80233681756371,retiro,Region_B,666,4,85,39476.89323196263,46253.09575902193,9,18,1,2,viudo,propia,0
5272,2023-01-23 03:58:00,32.382375492546046,retiro,Region_D,603,3,40,65247.09283544109,15765.337380405865,8,5,0,3,soltero,otro,0
5273,2023-01-20 23:07:00,367.6552561500896,solicitud_credito,Region_D,466,0,85,34599.40416921285,59907.00475048727,1,14,3,2,soltero,otro,0
5274,2023-01-12 02:12:00,29.941954816921733,solicitud_credito,Region_D,600,5,19,57919.34505583731,86941.37553012326,2,11,4,1,divorciado,familiar,0
5275,2023-01-20 15:50:00,37.00396605502447,transferencia,Region_C,504,2,61,53529.038008109084,3425.750293058194,9,30,1,2,soltero,familiar,0
5276,2023-01-16 22:07:00,17.624505827225885,transferencia,Region_C,494,2,67,18698.407462089323,28359.39981118204,2,24,1,4,casado,alquilada,0
5277,2023-01-01 18:14:00,173.14960908975974,solicitud_credito,Region_B,470,3,76,58095.993854717024,94627.73431734102,4,21,1,2,casado,propia,0
5278,2023-01-28 00:12:00,88.33139923788094,pago,Region_D,701,1,61,102635.82575180681,27021.164814454423,10,1,2,2,casado,familiar,1
5279,2023-01-24 17:32:00,94.94320290106695,solicitud_credito,Region_B,338,2,82,90419.23069114928,39836.435501215,2,16,1,3,divorciado,alquilada,0
5280,2023-01-17 04:44:00,171.79222566070752,pago,Region_A,551,1,51,72438.38274930062,32786.49765227736,1,5,1,1,soltero,propia,0
5281,2023-01-15 08:34:00,41.99489827833086,pago,Region_D,582,4,48,62301.32744133398,26046.62453064358,6,14,2,2,divorciado,alquilada,0
5282,2023-01-03 18:22:00,21.521683264838607,solicitud_credito,Region_C,506,3,31,27511.373361302616,39206.77616252721,8,21,2,3,divorciado,familiar,0
5283,2023-01-11 23:10:00,22.115224028308724,solicitud_credito,Region_D,799,5,69,58275.93651951218,85177.72646429161,4,17,1,3,soltero,otro,0
5284,2023-01-09 11:25:00,131.90837436970347,solicitud_credito,Region_B,442,3,36,92259.23494442766,32993.65316646176,3,7,2,3,casado,alquilada,0
5285,2023-01-17 21:38:00,95.22162816487648,pago,Region_C,318,4,5,39242.69894496341,70331.91915932874,3,29,1,1,soltero,otro,0
5286,2023-01-09 20:28:00,23.10987080614868,retiro,Region_A,319,0,72,18965.671303045863,24588.351624562853,0,19,3,2,viudo,familiar,0
5287,2023-01-15 15:37:00,15.673029793006025,retiro,Region_A,747,5,47,68047.20613325879,18096.83146105865,8,7,1,3,divorciado,alquilada,0
5288,2023-01-03 03:32:00,12.861470526477117,solicitud_credito,Region_B,525,2,76,34774.46727527308,80704.54894108904,10,17,2,1,casado,alquilada,0
5289,2023-01-16 18:12:00,98.83203015270612,solicitud_credito,Region_D,400,2,70,29070.226500452816,12782.236460207063,8,27,0,4,casado,otro,0
5290,2023-01-17 13:42:00,0.011865194971419869,transferencia,Region_A,593,6,83,57116.88814826334,77341.74918701482,0,26,1,4,viudo,alquilada,0
5291,2023-01-18 06:20:00,1.8489219649355089,transferencia,Region_B,849,2,56,67693.76369233281,63646.85993293405,2,20,1,1,divorciado,alquilada,0
5292,2023-01-10 16:51:00,49.356402546183155,transferencia,Region_C,364,3,42,52966.5307317196,53628.22847396599,5,26,3,1,casado,propia,0
5293,2023-01-11 03:36:00,117.55468904085282,solicitud_credito,Region_C,798,9,62,67619.14514007069,46057.58389263275,0,26,1,1,divorciado,propia,0
5294,2023-01-04 10:13:00,118.75726139794467,retiro,Region_B,375,3,25,76805.47003812577,53540.74379592998,4,9,0,3,soltero,propia,0
5295,2023-01-04 10:06:00,56.23264372414898,retiro,Region_D,424,3,88,59735.12475809006,12524.194428417868,2,11,5,3,casado,familiar,0
5296,2023-01-18 21:23:00,117.46522395369571,solicitud_credito,Region_D,326,5,76,62138.54277322458,24653.74815495116,2,1,2,1,viudo,otro,0
5297,2023-01-03 18:09:00,73.6255494175574,solicitud_credito,Region_D,575,3,19,44229.79070634577,1903.981366491203,20,11,3,2,soltero,alquilada,0
5298,2023-01-25 19:33:00,376.9283621656552,pago,Region_D,382,3,32,87952.87909280439,69900.86405637804,9,25,0,3,divorciado,propia,0
5299,2023-01-03 23:59:00,17.72865105448155,pago,Region_B,785,5,37,60769.4847964054,79768.400166484,1,16,1,4,soltero,propia,0
5300,2023-01-29 23:43:00,91.7960294081842,retiro,Region_B,762,6,28,60047.96773998385,68958.3383548538,7,26,2,4,viudo,otro,0
5301,2023-01-28 16:36:00,67.57764804559257,transferencia,Region_C,305,5,58,44240.25160888968,70870.15860130105,7,11,1,4,viudo,otro,0
5302,2023-01-30 02:29:00,21.625029531081545,retiro,Region_C,667,5,85,36310.98280928659,86350.33124263893,5,4,2,2,viudo,alquilada,0
5303,2023-01-15 02:43:00,138.62560904190372,pago,Region_D,770,6,21,34764.52071713356,70207.68141005115,9,30,2,3,casado,alquilada,0
5304,2023-01-12 09:48:00,32.22845868920478,retiro,Region_A,748,1,65,42558.563014841144,35048.58088681162,0,0,2,3,viudo,alquilada,0
5305,2023-01-25 00:18:00,48.079738333546935,pago,Region_A,669,4,18,51284.355040268325,23933.77438120704,0,0,0,3,divorciado,familiar,0
5306,2023-01-15 13:10:00,46.9732577323675,pago,Region_C,639,2,78,57310.10020379464,41044.45879765759,8,12,4,1,soltero,propia,0
5307,2023-01-30 21:21:00,27.998440656527464,transferencia,Region_C,577,2,44,14921.040481993616,46320.77648111125,3,29,2,4,casado,alquilada,0
5308,2023-01-30 00:29:00,56.33571084271244,transferencia,Region_B,639,6,88,76798.6653365038,27274.895369035436,6,15,3,2,viudo,propia,0
5309,2023-01-13 16:53:00,64.1211266459154,pago,Region_C,379,1,51,47164.19030882237,29374.190547449263,4,25,2,4,viudo,alquilada,0
5310,2023-01-05 10:04:00,136.34441190300464,solicitud_credito,Region_C,366,6,85,81290.98114417901,70982.53004927488,6,21,0,2,divorciado,alquilada,0
5311,2023-01-25 13:09:00,144.8461613281325,transferencia,Region_D,514,2,19,61049.138807913056,20733.765400047698,5,9,5,4,viudo,alquilada,0
5312,2023-01-01 11:31:00,17.26357777136939,pago,Region_A,715,4,40,57080.71692505103,767450.779510654,10,14,1,4,divorciado,familiar,0
5313,2023-01-21 21:02:00,89.83827888678496,solicitud_credito,Region_A,444,6,53,73670.0818741086,25732.27018701171,4,15,2,4,soltero,otro,0
5314,2023-01-01 15:31:00,226.5268097294142,solicitud_credito,Region_B,585,15,27,80167.79008396716,40643.424469925325,3,6,6,4,soltero,familiar,0
5315,2023-01-23 00:50:00,11.5171383984574,retiro,Region_A,839,1,80,50312.782881381514,27556.31638421869,9,1,3,3,viudo,propia,0
5316,2023-01-10 21:06:00,64.03916403898994,retiro,Region_D,346,1,88,79807.33448117698,82160.23094169813,4,1,0,1,divorciado,otro,0
5317,2023-01-10 15:01:00,138.77078492571053,transferencia,Region_D,536,9,68,52707.34805753273,39413.97008075117,3,19,2,1,viudo,otro,0
5318,2023-01-22 17:41:00,94.54398041010411,solicitud_credito,Region_B,416,4,38,145063.34337103862,97853.24871167068,9,6,3,1,divorciado,propia,0
5319,2023-01-16 19:26:00,10.601145702600052,transferencia,Region_C,450,4,89,46384.83347329144,60075.19701578855,6,16,7,1,soltero,propia,0
5320,2023-01-26 02:54:00,50.518510370242495,pago,Region_C,382,3,86,24673.751085441,1666.0931686632075,1,28,1,3,soltero,alquilada,0
5321,2023-01-29 13:07:00,70.77320205774608,transferencia,Region_D,356,4,35,1899.4771768127102,81514.07834783432,8,4,0,4,casado,alquilada,0
5322,2023-01-13 06:55:00,548.3587678555976,solicitud_credito,Region_B,684,3,40,37869.82774380276,68925.02189825047,4,23,3,2,divorciado,familiar,0
5323,2023-01-29 17:07:00,19.67547065828013,retiro,Region_D,519,4,73,57769.1144043033,25611.899865532516,2,3,1,2,divorciado,familiar,0
5324,2023-01-03 04:01:00,404.1207696383599,transferencia,Region_A,584,4,61,61414.28364834481,26850.72952470663,4,7,3,4,soltero,alquilada,0
5325,2023-01-13 16:17:00,47.18449782558773,retiro,Region_A,733,3,69,14551.89258702749,49222.904373516765,8,29,0,1,soltero,otro,0
5326,2023-01-20 13:24:00,22.35442391711451,transferencia,Region_D,619,3,38,61709.25802388985,66641.70065378642,1,29,1,1,casado,familiar,0
5327,2023-01-18 16:51:00,53.46216537018983,pago,Region_C,541,0,39,28746.423629517256,89969.50383889805,7,13,2,1,soltero,alquilada,0
5328,2023-01-17 02:05:00,95.19052775629372,solicitud_credito,Region_A,764,1,30,69287.43976918953,16630.646549329307,0,12,2,3,divorciado,familiar,0
5329,2023-01-03 14:28:00,24.015924296227055,transferencia,Region_B,502,3,79,60910.461615957334,16732.614459680062,6,0,3,3,casado,familiar,0
5330,2023-01-23 22:45:00,34.45192437339436,pago,Region_C,848,1,87,26548.846844701387,69716.07351415331,10,15,3,3,viudo,familiar,0
5331,2023-01-19 10:33:00,192.78988430086685,pago,Region_A,744,5,79,39631.56509736072,31784.862196355156,6,23,1,1,viudo,propia,0
5332,2023-01-22 04:17:00,691.7261993803965,pago,Region_D,434,0,90,22768.710241305755,22708.847091202122,6,23,0,1,viudo,alquilada,0
5333,2023-01-22 17:48:00,38.29788665433869,retiro,Region_C,840,4,37,65199.09714154701,68746.75747134343,6,1,3,4,casado,alquilada,0
5334,2023-01-28 11:20:00,16.117489658531277,retiro,Region_C,786,10,78,49739.20471126568,6048.270907640752,2,13,3,4,casado,otro,0
5335,2023-01-08 04:54:00,157.58620437585714,pago,Region_A,785,5,41,43037.94568518083,53136.50718424121,2,3,0,4,divorciado,propia,0
5336,2023-01-04 05:55:00,91.74305994643119,pago,Region_B,704,1,59,40687.046983273416,64060.44430599307,1,14,4,3,casado,otro,0
5337,2023-01-01 19:30:00,10.58063298799997,transferencia,Region_A,732,5,52,80059.2286804587,38470.59891271718,8,1,3,4,viudo,otro,0
5338,2023-01-29 18:49:00,293.3160963032417,transferencia,Region_A,847,1,56,52006.87058758119,12570.226476593838,10,18,1,2,casado,otro,0
5339,2023-01-09 15:30:00,8.12637753064909,solicitud_credito,Region_A,549,1,59,65068.07137608473,34257.438242318094,2,24,2,4,viudo,alquilada,0
5340,2023-01-08 10:00:00,98.17801092886839,transferencia,Region_A,379,3,82,50765.02145008297,43124.07013085703,5,25,3,2,divorciado,familiar,0
5341,2023-01-07 23:48:00,55.153869347845806,solicitud_credito,Region_A,314,4,29,44645.09173672978,16110.274158885752,3,3,3,3,soltero,alquilada,0
5342,2023-01-25 11:10:00,81.33369260603399,solicitud_credito,Region_D,339,3,18,95018.20902156385,48842.29755831092,9,16,2,2,soltero,familiar,0
5343,2023-01-19 04:46:00,23.97992349026766,solicitud_credito,Region_A,380,1,56,25542.342112232887,33881.84291902949,10,0,2,2,divorciado,propia,0
5344,2023-01-01 04:47:00,116.51059975422153,retiro,Region_B,809,7,57,31864.14879192128,90001.3486939297,9,1,4,1,divorciado,propia,0
5345,2023-01-16 12:17:00,321.18924935185504,transferencia,Region_C,606,5,23,53656.442075793704,6430.040647351109,2,26,3,4,soltero,propia,0
5346,2023-01-15 08:26:00,61.327533187258766,pago,Region_D,696,3,46,20597.005569487796,66995.5172547395,4,22,4,4,viudo,otro,0
5347,2023-01-01 19:21:00,74.0151323508509,solicitud_credito,Region_B,503,4,64,17411.688555030723,72192.708491259,20,8,4,3,casado,propia,0
5348,2023-01-25 09:31:00,27.41890745165248,pago,Region_A,510,2,67,45904.96056073585,60894.367360500764,0,0,4,4,casado,familiar,0
5349,2023-01-18 00:55:00,222.44024256719575,solicitud_credito,Region_B,698,1,85,30733.045050382716,52182.673449171256,6,20,0,2,soltero,familiar,0
5350,2023-01-23 14:08:00,354.64915760914096,transferencia,Region_C,672,1,40,71095.64497652333,11527.346274285112,7,27,1,1,soltero,propia,0
